"날짜","종가","시가","고가","저가","거래량","변동 %"
"2013- 11- 13","1,444.41","1,441.00","1,445.60","1,433.37","","0.17%"
"2013- 11- 14","1,438.37","1,443.76","1,445.81","1,432.77","","-0.42%"
"2013- 11- 15","1,434.30","1,437.60","1,438.68","1,427.71","","-0.28%"
"2013- 11- 18","1,425.17","1,434.17","1,435.52","1,423.40","","-0.64%"
"2013- 11- 19","1,428.84","1,424.35","1,430.30","1,423.11","","0.26%"
"2013- 11- 20","1,420.33","1,428.07","1,434.84","1,417.00","","-0.60%"
"2013- 11- 21","1,431.96","1,419.53","1,433.29","1,418.37","","0.82%"
"2013- 11- 22","1,439.15","1,431.01","1,439.15","1,427.44","","0.50%"
"2013- 11- 25","1,432.91","1,437.43","1,439.80","1,429.29","","-0.43%"
"2013- 11- 26","1,439.34","1,431.82","1,439.66","1,431.50","","0.45%"
"2013- 11- 27","1,440.80","1,438.51","1,444.41","1,437.21","","0.10%"
"2013- 11- 28","1,444.09","1,440.60","1,445.81","1,439.64","","0.23%"
"2013- 11- 29","1,438.16","1,443.32","1,444.51","1,436.23","","-0.41%"
"2013- 12- 02","1,433.37","1,437.28","1,441.07","1,430.38","","-0.33%"
"2013- 12- 03","1,442.15","1,432.53","1,444.18","1,431.90","","0.61%"
"2013- 12- 04","1,443.29","1,440.80","1,444.55","1,435.44","","0.08%"
"2013- 12- 05","1,447.01","1,441.88","1,448.49","1,434.53","","0.26%"
"2013- 12- 06","1,448.67","1,446.34","1,448.98","1,439.58","","0.11%"
"2013- 12- 09","1,446.59","1,449.57","1,451.97","1,441.21","","-0.14%"
"2013- 12- 10","1,447.65","1,445.99","1,452.82","1,443.69","","0.07%"
"2013- 12- 11","1,450.40","1,446.07","1,453.03","1,444.51","","0.19%"
"2013- 12- 12","1,446.34","1,449.60","1,455.64","1,443.21","","-0.28%"
"2013- 12- 13","1,447.62","1,445.10","1,450.98","1,443.53","","0.09%"
"2013- 12- 16","1,449.03","1,446.24","1,453.35","1,444.55","","0.10%"
"2013- 12- 17","1,446.88","1,447.55","1,448.99","1,441.70","","-0.15%"
"2013- 12- 18","1,440.01","1,446.53","1,453.47","1,438.06","","-0.47%"
"2013- 12- 19","1,447.91","1,439.21","1,451.72","1,437.32","","0.55%"
"2013- 12- 20","1,451.64","1,447.19","1,455.67","1,445.28","","0.26%"
"2013- 12- 23","1,452.46","1,450.76","1,455.23","1,448.94","","0.06%"
"2013- 12- 24","1,450.78","1,451.67","1,454.73","1,446.19","","-0.12%"
"2013- 12- 25","1,450.36","1,449.27","1,453.53","1,446.83","","-0.03%"
"2013- 12- 26","1,450.27","1,448.95","1,451.33","1,446.21","","-0.01%"
"2013- 12- 27","1,449.33","1,450.01","1,465.79","1,446.55","","-0.06%"
"2013- 12- 30","1,457.38","1,448.02","1,458.06","1,447.92","","0.56%"
"2013- 12- 31","1,451.20","1,456.46","1,458.27","1,450.02","","-0.42%"
"2014- 01- 01","1,452.05","1,450.44","1,453.62","1,449.91","","0.06%"
"2014- 01- 02","1,436.31","1,451.39","1,453.95","1,431.35","","-1.08%"
"2014- 01- 03","1,434.26","1,435.76","1,444.32","1,432.32","","-0.14%"
"2014- 01- 06","1,452.01","1,433.53","1,454.67","1,433.11","","1.24%"
"2014- 01- 07","1,456.23","1,451.18","1,460.55","1,448.79","","0.29%"
"2014- 01- 08","1,446.74","1,454.76","1,457.33","1,443.90","","-0.65%"
"2014- 01- 09","1,446.43","1,446.24","1,452.36","1,439.90","","-0.02%"
"2014- 01- 10","1,451.39","1,445.64","1,453.51","1,440.91","","0.34%"
"2014- 01- 13","1,445.13","1,450.61","1,452.78","1,440.92","","-0.43%"
"2014- 01- 14","1,449.20","1,444.13","1,451.36","1,443.53","","0.28%"
"2014- 01- 15","1,447.03","1,448.36","1,454.69","1,443.49","","-0.15%"
"2014- 01- 16","1,448.70","1,445.45","1,452.02","1,443.66","","0.12%"
"2014- 01- 17","1,437.78","1,447.70","1,449.47","1,433.67","","-0.75%"
"2014- 01- 20","1,441.62","1,436.43","1,443.59","1,434.52","","0.27%"
"2014- 01- 21","1,444.70","1,441.07","1,445.78","1,439.42","","0.21%"
"2014- 01- 22","1,446.26","1,443.99","1,451.18","1,443.57","","0.11%"
"2014- 01- 23","1,470.22","1,445.76","1,470.66","1,444.91","","1.66%"
"2014- 01- 24","1,477.65","1,469.50","1,484.56","1,468.54","","0.51%"
"2014- 01- 27","1,481.77","1,477.04","1,488.89","1,476.28","","0.28%"
"2014- 01- 28","1,475.69","1,481.63","1,482.68","1,470.65","","-0.41%"
"2014- 01- 29","1,462.01","1,474.86","1,475.85","1,455.14","","-0.93%"
"2014- 01- 30","1,464.72","1,461.45","1,473.05","1,457.09","","0.19%"
"2014- 01- 31","1,458.36","1,463.94","1,467.32","1,456.11","","-0.43%"
"2014- 02- 03","1,467.12","1,457.62","1,468.48","1,453.68","","0.60%"
"2014- 02- 04","1,465.51","1,466.23","1,474.30","1,461.05","","-0.11%"
"2014- 02- 05","1,459.02","1,464.68","1,465.62","1,452.73","","-0.44%"
"2014- 02- 06","1,466.42","1,458.07","1,469.78","1,452.63","","0.51%"
"2014- 02- 07","1,465.76","1,465.87","1,468.21","1,455.07","","-0.05%"
"2014- 02- 10","1,464.00","1,463.97","1,465.24","1,457.39","","-0.12%"
"2014- 02- 11","1,460.55","1,463.15","1,466.80","1,459.29","","-0.24%"
"2014- 02- 12","1,444.54","1,460.25","1,461.88","1,440.37","","-1.10%"
"2014- 02- 13","1,458.74","1,443.66","1,460.74","1,441.31","","0.98%"
"2014- 02- 14","1,456.20","1,457.84","1,459.11","1,449.52","","-0.17%"
"2014- 02- 17","1,453.66","1,454.82","1,458.57","1,449.43","","-0.17%"
"2014- 02- 18","1,465.91","1,453.00","1,467.94","1,451.18","","0.84%"
"2014- 02- 19","1,463.53","1,465.01","1,472.12","1,461.84","","-0.16%"
"2014- 02- 20","1,470.90","1,462.80","1,476.85","1,462.40","","0.50%"
"2014- 02- 21","1,474.25","1,470.46","1,477.36","1,467.99","","0.23%"
"2014- 02- 24","1,475.82","1,472.28","1,481.84","1,471.43","","0.11%"
"2014- 02- 25","1,476.27","1,475.03","1,478.22","1,467.58","","0.03%"
"2014- 02- 26","1,459.10","1,474.62","1,477.03","1,455.77","","-1.16%"
"2014- 02- 27","1,466.59","1,458.54","1,468.51","1,457.59","","0.51%"
"2014- 02- 28","1,471.99","1,465.07","1,474.49","1,456.93","","0.37%"
"2014- 03- 03","1,469.88","1,470.94","1,482.23","1,467.42","","-0.14%"
"2014- 03- 04","1,472.55","1,469.29","1,478.76","1,468.97","","0.18%"
"2014- 03- 05","1,471.16","1,472.04","1,473.02","1,466.36","","-0.09%"
"2014- 03- 06","1,475.52","1,470.38","1,476.90","1,459.81","","0.30%"
"2014- 03- 07","1,478.22","1,474.63","1,478.43","1,468.81","","0.18%"
"2014- 03- 10","1,481.09","1,476.47","1,483.17","1,475.51","","0.19%"
"2014- 03- 11","1,476.84","1,479.80","1,480.88","1,473.16","","-0.29%"
"2014- 03- 12","1,488.58","1,476.16","1,489.76","1,475.21","","0.79%"
"2014- 03- 13","1,483.99","1,487.79","1,493.72","1,479.82","","-0.31%"
"2014- 03- 14","1,490.56","1,482.28","1,493.62","1,479.71","","0.44%"
"2014- 03- 17","1,486.52","1,491.85","1,493.97","1,481.03","","-0.27%"
"2014- 03- 18","1,490.24","1,485.26","1,491.05","1,483.63","","0.25%"
"2014- 03- 19","1,481.07","1,489.33","1,493.52","1,477.84","","-0.62%"
"2014- 03- 20","1,484.32","1,480.30","1,491.19","1,478.16","","0.22%"
"2014- 03- 21","1,489.70","1,482.79","1,493.11","1,482.47","","0.36%"
"2014- 03- 24","1,491.57","1,488.88","1,495.55","1,482.81","","0.13%"
"2014- 03- 25","1,492.62","1,491.21","1,494.88","1,482.96","","0.07%"
"2014- 03- 26","1,481.81","1,491.72","1,492.83","1,480.26","","-0.72%"
"2014- 03- 27","1,472.84","1,480.80","1,483.64","1,471.05","","-0.61%"
"2014- 03- 28","1,471.57","1,472.34","1,474.68","1,464.75","","-0.09%"
"2014- 03- 31","1,466.47","1,470.30","1,472.14","1,462.08","","-0.35%"
"2014- 04- 01","1,460.04","1,465.70","1,467.51","1,457.28","","-0.44%"
"2014- 04- 02","1,456.12","1,459.09","1,460.40","1,453.76","","-0.27%"
"2014- 04- 03","1,451.58","1,455.34","1,460.63","1,448.87","","-0.31%"
"2014- 04- 04","1,444.71","1,450.68","1,452.68","1,440.72","","-0.47%"
"2014- 04- 07","1,450.45","1,443.25","1,451.31","1,439.83","","0.40%"
"2014- 04- 08","1,451.83","1,449.70","1,453.62","1,445.06","","0.10%"
"2014- 04- 09","1,443.05","1,451.27","1,452.09","1,434.02","","-0.60%"
"2014- 04- 10","1,444.56","1,442.55","1,445.70","1,429.35","","0.10%"
"2014- 04- 11","1,438.00","1,444.01","1,448.93","1,435.27","","-0.45%"
"2014- 04- 14","1,436.90","1,432.58","1,441.53","1,431.96","","-0.08%"
"2014- 04- 15","1,438.45","1,436.19","1,442.87","1,435.03","","0.11%"
"2014- 04- 16","1,434.93","1,437.00","1,443.74","1,432.79","","-0.24%"
"2014- 04- 17","1,434.68","1,434.27","1,441.26","1,429.71","","-0.02%"
"2014- 04- 18","1,433.99","1,433.69","1,435.82","1,430.41","","-0.05%"
"2014- 04- 21","1,433.05","1,432.37","1,437.12","1,431.47","","-0.07%"
"2014- 04- 22","1,432.82","1,432.38","1,437.58","1,429.99","","-0.02%"
"2014- 04- 23","1,436.41","1,432.10","1,439.94","1,431.89","","0.25%"
"2014- 04- 24","1,438.24","1,435.97","1,438.96","1,432.48","","0.13%"
"2014- 04- 25","1,440.30","1,437.63","1,442.07","1,433.83","","0.14%"
"2014- 04- 28","1,433.68","1,439.95","1,441.75","1,430.02","","-0.46%"
"2014- 04- 29","1,423.03","1,433.13","1,434.47","1,421.58","","-0.74%"
"2014- 04- 30","1,433.20","1,422.30","1,434.38","1,421.78","","0.71%"
"2014- 05- 01","1,433.41","1,431.91","1,435.48","1,431.39","","0.01%"
"2014- 05- 02","1,428.84","1,432.22","1,433.44","1,422.08","","-0.32%"
"2014- 05- 05","1,429.40","1,427.92","1,431.05","1,427.20","","0.04%"
"2014- 05- 06","1,434.65","1,428.33","1,437.34","1,427.71","","0.37%"
"2014- 05- 07","1,422.57","1,433.78","1,434.61","1,421.95","","-0.84%"
"2014- 05- 08","1,415.52","1,422.16","1,430.50","1,413.94","","-0.50%"
"2014- 05- 09","1,409.25","1,414.66","1,418.99","1,407.21","","-0.44%"
"2014- 05- 12","1,409.51","1,407.83","1,412.30","1,407.62","","0.02%"
"2014- 05- 13","1,401.28","1,408.76","1,410.07","1,399.05","","-0.58%"
"2014- 05- 14","1,409.76","1,400.58","1,411.66","1,399.42","","0.61%"
"2014- 05- 15","1,405.45","1,409.11","1,410.89","1,398.54","","-0.31%"
"2014- 05- 16","1,402.07","1,404.90","1,409.84","1,401.16","","-0.24%"
"2014- 05- 19","1,401.74","1,402.19","1,404.55","1,399.60","","-0.02%"
"2014- 05- 20","1,405.24","1,400.17","1,409.65","1,399.86","","0.25%"
"2014- 05- 21","1,405.79","1,404.46","1,410.14","1,399.80","","0.04%"
"2014- 05- 22","1,399.40","1,405.04","1,406.47","1,397.45","","-0.45%"
"2014- 05- 23","1,397.28","1,398.27","1,399.74","1,394.35","","-0.15%"
"2014- 05- 26","1,397.76","1,395.81","1,398.68","1,393.53","","0.03%"
"2014- 05- 27","1,396.17","1,396.67","1,400.54","1,392.34","","-0.11%"
"2014- 05- 28","1,389.34","1,394.66","1,396.80","1,387.44","","-0.49%"
"2014- 05- 29","1,388.62","1,388.15","1,391.08","1,386.11","","-0.05%"
"2014- 05- 30","1,391.45","1,387.88","1,393.39","1,384.45","","0.20%"
"2014- 06- 02","1,392.97","1,390.97","1,397.49","1,389.65","","0.11%"
"2014- 06- 03","1,394.78","1,392.23","1,396.82","1,389.75","","0.13%"
"2014- 06- 04","1,391.86","1,394.04","1,395.95","1,390.67","","-0.21%"
"2014- 06- 05","1,394.01","1,390.97","1,395.88","1,376.80","","0.15%"
"2014- 06- 06","1,391.47","1,393.32","1,395.14","1,388.73","","-0.18%"
"2014- 06- 09","1,382.17","1,391.18","1,392.44","1,379.35","","-0.67%"
"2014- 06- 10","1,378.15","1,381.52","1,383.75","1,376.14","","-0.29%"
"2014- 06- 11","1,374.68","1,377.66","1,378.03","1,373.19","","-0.25%"
"2014- 06- 12","1,379.29","1,374.21","1,381.43","1,373.90","","0.34%"
"2014- 06- 13","1,378.69","1,378.95","1,382.35","1,375.96","","-0.04%"
"2014- 06- 16","1,385.28","1,377.49","1,385.89","1,376.98","","0.48%"
"2014- 06- 17","1,384.40","1,384.45","1,388.62","1,383.14","","-0.06%"
"2014- 06- 18","1,390.99","1,384.06","1,390.99","1,383.45","","0.48%"
"2014- 06- 19","1,386.60","1,389.75","1,390.35","1,381.76","","-0.32%"
"2014- 06- 20","1,388.80","1,385.90","1,391.37","1,384.52","","0.16%"
"2014- 06- 23","1,386.30","1,387.59","1,389.71","1,382.34","","-0.18%"
"2014- 06- 24","1,386.40","1,384.79","1,389.01","1,382.72","","0.01%"
"2014- 06- 25","1,390.19","1,385.09","1,392.44","1,384.38","","0.27%"
"2014- 06- 26","1,383.88","1,389.44","1,390.44","1,379.05","","-0.45%"
"2014- 06- 27","1,384.18","1,383.08","1,384.99","1,378.90","","0.02%"
"2014- 06- 30","1,385.63","1,382.58","1,386.38","1,378.90","","0.10%"
"2014- 07- 01","1,382.83","1,384.84","1,387.05","1,381.42","","-0.20%"
"2014- 07- 02","1,379.16","1,381.72","1,383.48","1,376.41","","-0.27%"
"2014- 07- 03","1,373.69","1,378.23","1,380.32","1,371.39","","-0.40%"
"2014- 07- 04","1,372.39","1,373.04","1,374.89","1,370.32","","-0.09%"
"2014- 07- 07","1,376.19","1,371.46","1,376.94","1,369.43","","0.28%"
"2014- 07- 08","1,377.50","1,375.36","1,378.28","1,374.29","","0.10%"
"2014- 07- 09","1,381.22","1,376.48","1,381.62","1,376.18","","0.27%"
"2014- 07- 10","1,379.38","1,380.54","1,383.78","1,376.24","","-0.13%"
"2014- 07- 11","1,386.82","1,378.49","1,388.70","1,377.48","","0.54%"
"2014- 07- 14","1,388.36","1,385.26","1,389.78","1,383.94","","0.11%"
"2014- 07- 15","1,393.85","1,387.71","1,400.92","1,387.23","","0.40%"
"2014- 07- 16","1,396.03","1,392.99","1,405.87","1,392.79","","0.16%"
"2014- 07- 17","1,392.20","1,395.54","1,398.11","1,387.19","","-0.27%"
"2014- 07- 18","1,392.35","1,391.65","1,399.34","1,388.53","","0.01%"
"2014- 07- 21","1,388.93","1,391.96","1,393.07","1,387.11","","-0.25%"
"2014- 07- 22","1,379.67","1,388.34","1,389.44","1,378.47","","-0.67%"
"2014- 07- 23","1,379.09","1,378.98","1,380.16","1,375.24","","-0.04%"
"2014- 07- 24","1,386.05","1,378.10","1,387.40","1,377.18","","0.50%"
"2014- 07- 25","1,378.14","1,385.41","1,390.78","1,376.32","","-0.57%"
"2014- 07- 28","1,379.34","1,377.25","1,380.11","1,373.98","","0.09%"
"2014- 07- 29","1,374.59","1,378.51","1,379.25","1,373.24","","-0.34%"
"2014- 07- 30","1,372.86","1,373.85","1,378.04","1,369.15","","-0.13%"
"2014- 07- 31","1,376.39","1,371.62","1,377.63","1,371.00","","0.26%"
"2014- 08- 01","1,393.75","1,376.16","1,395.44","1,375.54","","1.26%"
"2014- 08- 04","1,386.96","1,391.94","1,393.31","1,381.38","","-0.49%"
"2014- 08- 05","1,375.32","1,386.32","1,387.03","1,372.97","","-0.84%"
"2014- 08- 06","1,383.75","1,374.82","1,384.37","1,373.89","","0.61%"
"2014- 08- 07","1,385.80","1,383.36","1,389.72","1,379.73","","0.15%"
"2014- 08- 08","1,390.12","1,385.31","1,392.39","1,380.98","","0.31%"
"2014- 08- 11","1,379.24","1,388.78","1,391.09","1,377.77","","-0.78%"
"2014- 08- 12","1,373.24","1,378.39","1,378.88","1,369.37","","-0.44%"
"2014- 08- 13","1,376.88","1,372.86","1,380.86","1,371.78","","0.27%"
"2014- 08- 14","1,364.78","1,376.02","1,378.55","1,362.63","","-0.88%"
"2014- 08- 15","1,368.30","1,364.50","1,369.64","1,363.68","","0.26%"
"2014- 08- 18","1,359.82","1,367.26","1,368.30","1,358.26","","-0.62%"
"2014- 08- 19","1,355.90","1,359.38","1,361.71","1,354.66","","-0.29%"
"2014- 08- 20","1,356.35","1,355.37","1,361.47","1,355.07","","0.03%"
"2014- 08- 21","1,359.62","1,355.87","1,360.33","1,354.31","","0.24%"
"2014- 08- 22","1,348.19","1,359.18","1,359.83","1,345.43","","-0.84%"
"2014- 08- 25","1,345.70","1,345.20","1,350.88","1,341.53","","-0.18%"
"2014- 08- 26","1,338.83","1,345.02","1,346.06","1,337.69","","-0.51%"
"2014- 08- 27","1,338.23","1,338.10","1,340.06","1,333.43","","-0.04%"
"2014- 08- 28","1,338.21","1,337.60","1,341.86","1,335.34","","0.00%"
"2014- 08- 29","1,331.77","1,337.37","1,340.56","1,331.19","","-0.48%"
"2014- 09- 01","1,329.93","1,331.89","1,333.94","1,329.00","","-0.14%"
"2014- 09- 02","1,337.73","1,329.60","1,338.14","1,328.62","","0.59%"
"2014- 09- 03","1,341.34","1,336.90","1,342.58","1,333.91","","0.27%"
"2014- 09- 04","1,319.22","1,340.30","1,341.73","1,315.96","","-1.65%"
"2014- 09- 05","1,326.97","1,318.50","1,330.66","1,316.16","","0.59%"
"2014- 09- 08","1,320.97","1,325.58","1,328.06","1,319.01","","-0.45%"
"2014- 09- 09","1,338.67","1,320.55","1,340.69","1,316.66","","1.34%"
"2014- 09- 10","1,336.13","1,337.80","1,341.09","1,332.26","","-0.19%"
"2014- 09- 11","1,339.09","1,335.77","1,342.00","1,332.54","","0.22%"
"2014- 09- 12","1,342.27","1,338.58","1,344.92","1,335.85","","0.24%"
"2014- 09- 15","1,343.97","1,342.78","1,349.03","1,340.26","","0.13%"
"2014- 09- 16","1,342.91","1,342.99","1,346.53","1,336.31","","-0.08%"
"2014- 09- 17","1,331.45","1,342.38","1,343.52","1,329.59","","-0.85%"
"2014- 09- 18","1,349.10","1,331.04","1,349.93","1,327.83","","1.33%"
"2014- 09- 19","1,339.61","1,348.15","1,354.13","1,338.46","","-0.70%"
"2014- 09- 22","1,337.68","1,338.46","1,341.72","1,333.59","","-0.14%"
"2014- 09- 23","1,336.28","1,336.30","1,344.22","1,333.49","","-0.10%"
"2014- 09- 24","1,329.14","1,335.75","1,339.07","1,328.10","","-0.53%"
"2014- 09- 25","1,330.70","1,328.72","1,334.06","1,323.79","","0.12%"
"2014- 09- 26","1,324.70","1,330.21","1,332.22","1,323.40","","-0.45%"
"2014- 09- 29","1,336.24","1,324.34","1,339.50","1,322.35","","0.87%"
"2014- 09- 30","1,332.61","1,335.71","1,341.63","1,325.57","","-0.27%"
"2014- 10- 01","1,341.87","1,331.90","1,343.88","1,331.16","","0.69%"
"2014- 10- 02","1,344.57","1,341.23","1,347.75","1,337.63","","0.20%"
"2014- 10- 03","1,328.49","1,344.10","1,345.36","1,326.27","","-1.20%"
"2014- 10- 06","1,352.64","1,327.12","1,354.99","1,326.59","","1.82%"
"2014- 10- 07","1,355.20","1,352.40","1,356.59","1,341.74","","0.19%"
"2014- 10- 08","1,369.41","1,354.72","1,371.04","1,349.77","","1.05%"
"2014- 10- 09","1,349.76","1,367.93","1,375.90","1,345.57","","-1.43%"
"2014- 10- 10","1,356.37","1,348.44","1,366.17","1,347.16","","0.49%"
"2014- 10- 13","1,360.87","1,355.97","1,361.15","1,350.11","","0.33%"
"2014- 10- 14","1,348.92","1,359.21","1,362.30","1,344.58","","-0.88%"
"2014- 10- 15","1,362.06","1,347.55","1,364.04","1,342.03","","0.97%"
"2014- 10- 16","1,359.18","1,360.56","1,364.76","1,354.26","","-0.21%"
"2014- 10- 17","1,357.12","1,357.63","1,366.67","1,353.94","","-0.15%"
"2014- 10- 20","1,351.87","1,354.39","1,357.80","1,348.63","","-0.39%"
"2014- 10- 21","1,341.87","1,350.69","1,354.81","1,338.90","","-0.74%"
"2014- 10- 22","1,332.85","1,340.41","1,343.71","1,329.98","","-0.67%"
"2014- 10- 23","1,340.00","1,331.48","1,342.83","1,329.62","","0.54%"
"2014- 10- 24","1,339.91","1,338.57","1,345.13","1,335.50","","-0.01%"
"2014- 10- 27","1,334.87","1,339.75","1,342.96","1,331.81","","-0.38%"
"2014- 10- 28","1,334.61","1,333.54","1,339.48","1,330.09","","-0.02%"
"2014- 10- 29","1,331.70","1,333.17","1,337.66","1,324.39","","-0.22%"
"2014- 10- 30","1,330.24","1,330.06","1,334.21","1,324.98","","-0.11%"
"2014- 10- 31","1,344.63","1,328.88","1,348.25","1,326.67","","1.08%"
"2014- 11- 03","1,352.04","1,342.05","1,352.97","1,337.26","","0.55%"
"2014- 11- 04","1,352.82","1,350.78","1,356.99","1,345.89","","0.06%"
"2014- 11- 05","1,361.68","1,351.51","1,365.51","1,348.28","","0.65%"
"2014- 11- 06","1,350.12","1,360.33","1,370.88","1,342.32","","-0.85%"
"2014- 11- 07","1,353.61","1,348.66","1,359.05","1,348.11","","0.26%"
"2014- 11- 10","1,354.25","1,352.12","1,357.10","1,350.50","","0.05%"
"2014- 11- 11","1,365.82","1,353.42","1,371.54","1,351.06","","0.85%"
"2014- 11- 12","1,362.76","1,364.38","1,374.62","1,358.97","","-0.22%"
"2014- 11- 13","1,368.28","1,361.40","1,369.86","1,358.93","","0.41%"
"2014- 11- 14","1,378.64","1,366.85","1,382.22","1,365.81","","0.76%"
"2014- 11- 17","1,370.85","1,377.12","1,383.68","1,365.40","","-0.57%"
"2014- 11- 18","1,380.30","1,369.49","1,380.88","1,366.83","","0.69%"
"2014- 11- 19","1,398.26","1,378.93","1,402.20","1,377.03","","1.30%"
"2014- 11- 20","1,394.56","1,396.90","1,402.70","1,391.26","","-0.26%"
"2014- 11- 21","1,376.89","1,393.13","1,401.68","1,374.85","","-1.27%"
"2014- 11- 24","1,386.12","1,373.98","1,389.33","1,372.21","","0.67%"
"2014- 11- 25","1,384.87","1,384.76","1,389.06","1,375.22","","-0.09%"
"2014- 11- 26","1,380.38","1,383.57","1,386.02","1,377.08","","-0.32%"
"2014- 11- 27","1,371.83","1,379.01","1,381.52","1,367.87","","-0.62%"
"2014- 11- 28","1,386.12","1,370.47","1,388.12","1,368.75","","1.04%"
"2014- 12- 01","1,384.28","1,384.91","1,393.50","1,377.38","","-0.13%"
"2014- 12- 02","1,381.10","1,382.69","1,384.64","1,375.51","","-0.23%"
"2014- 12- 03","1,374.05","1,379.64","1,385.52","1,369.34","","-0.51%"
"2014- 12- 04","1,377.03","1,372.66","1,385.50","1,369.00","","0.22%"
"2014- 12- 05","1,377.94","1,375.79","1,381.62","1,369.26","","0.07%"
"2014- 12- 08","1,369.72","1,375.70","1,380.01","1,364.69","","-0.60%"
"2014- 12- 09","1,367.35","1,368.38","1,373.72","1,362.73","","-0.17%"
"2014- 12- 10","1,371.30","1,366.00","1,374.31","1,362.21","","0.29%"
"2014- 12- 11","1,368.75","1,369.83","1,375.59","1,363.35","","-0.19%"
"2014- 12- 12","1,376.24","1,367.29","1,378.01","1,363.73","","0.55%"
"2014- 12- 15","1,365.35","1,375.22","1,377.91","1,363.61","","-0.79%"
"2014- 12- 16","1,352.51","1,363.94","1,368.41","1,348.62","","-0.94%"
"2014- 12- 17","1,354.22","1,351.09","1,370.32","1,349.14","","0.13%"
"2014- 12- 18","1,351.14","1,352.77","1,365.96","1,343.48","","-0.23%"
"2014- 12- 19","1,345.27","1,349.80","1,356.24","1,342.34","","-0.43%"
"2014- 12- 22","1,345.50","1,343.53","1,348.09","1,338.18","","0.02%"
"2014- 12- 23","1,346.97","1,344.11","1,351.35","1,340.20","","0.11%"
"2014- 12- 24","1,346.69","1,345.59","1,348.75","1,340.90","","-0.02%"
"2014- 12- 25","1,346.73","1,345.31","1,351.62","1,344.07","","0.00%"
"2014- 12- 26","1,339.17","1,345.46","1,348.19","1,335.16","","-0.56%"
"2014- 12- 29","1,337.09","1,338.57","1,342.66","1,334.36","","-0.16%"
"2014- 12- 30","1,333.58","1,335.76","1,338.93","1,330.52","","-0.26%"
"2014- 12- 31","1,323.45","1,332.20","1,334.37","1,319.20","","-0.76%"
"2015- 01- 01","1,322.30","1,322.08","1,324.45","1,320.33","","-0.09%"
"2015- 01- 02","1,328.58","1,320.98","1,334.14","1,319.22","","0.47%"
"2015- 01- 05","1,324.53","1,327.21","1,330.66","1,313.83","","-0.30%"
"2015- 01- 06","1,306.60","1,323.06","1,325.35","1,304.77","","-1.35%"
"2015- 01- 07","1,300.80","1,305.30","1,310.40","1,298.81","","-0.44%"
"2015- 01- 08","1,291.88","1,299.39","1,304.48","1,287.18","","-0.69%"
"2015- 01- 09","1,285.78","1,290.65","1,293.87","1,282.39","","-0.47%"
