state,enter_price,enter_time,exit_price,ror,fiat_money,bin btc price (usdt),up btc price (krw),exchage rate(usd),kimch premium,pred premium(official)
True,63816000.0,2021-05-01,57697.25,1.0484562828038015,37211694.66278571,57697.25,63816000.0,1107.81,-0.0015893984999987287,0.0323132836973536
False,57797.35,2021-05-02,67956000.0,1.0584722530499746,39387546.28952651,57797.35,67956000.0,1107.81,0.06134016542643095,0.0323132836973536
True,42585000.0,2021-05-25,38810.99,1.0584722530499746,39387546.28952651,38810.99,42585000.0,1123.6,-0.023459633521164647,0.0297549670911594
False,38324.72,2021-05-26,46932000.0,1.1125656855323296,43821232.439043425,38324.72,46932000.0,1122.54,0.09090830003670791,0.029926709687902
True,43744000.0,2021-06-04,39246.78,1.1125656855323296,43821232.439043425,39246.78,43744000.0,1116.64,-0.0018374282497569672,0.0308826354622241
False,36829.15,2021-06-05,45429000.0,1.1034389861300078,48354056.29350549,36829.15,45429000.0,1116.64,0.10465916582947932,0.0308826354622241
True,38495000.0,2021-06-10,37388.05,1.1034389861300078,48354056.29350549,37388.05,38495000.0,1117.03,-0.07826374082105891,0.0308194471483282
False,36677.83,2021-06-11,43282000.0,1.1431248723419354,55274724.42772822,36677.83,43282000.0,1112.56,0.060669903214103815,0.0315436824383655
True,42836000.0,2021-06-12,37331.98,1.1431248723419354,55274724.42772822,37331.98,42836000.0,1112.56,0.03134613112257223,0.0315436824383655
False,35546.12,2021-06-13,43698000.0,1.068631878261836,59068332.5856086,35546.12,43698000.0,1112.56,0.10495836998271568,0.0315436824383655
True,41430000.0,2021-06-14,39020.56,1.068631878261836,59068332.5856086,39020.56,41430000.0,1116.55,-0.049081581154154175,0.0308972173808154
False,40516.28,2021-06-15,44746000.0,1.0375820475715094,61288241.47081068,40516.28,44746000.0,1117.33,-0.011576198236722068,0.0307708407530237
True,37397000.0,2021-06-23,32509.56,1.0375820475715094,61288241.47081068,32509.56,37397000.0,1133.73,0.014649472598476487,0.0281136911430436
False,31576.09,2021-06-26,40100000.0,1.1014591527108228,67506494.52157545,31576.09,40100000.0,1131.87,0.12199125560662805,0.0284150507939316
True,37152000.0,2021-06-27,32283.65,1.1014591527108228,67506494.52157545,32283.65,37152000.0,1131.87,0.016723867210858723,0.0284150507939316
